ReturnID,OrderID,AccountID,Status
123,1416,5336,REFUNDED
124,1423,2986,REFUNDED
125,1431,5386,IN_TRANSIT
126,1435,2059,IN_TRANSIT
127,1454,3506,REFUNDED
128,1472,733,REFUNDED
129,1479,5440,REFUNDED
130,1492,481,REFUNDED
131,1495,5813,REFUNDED
132,1517,8196,REFUNDED
133,1520,3397,INITIATED
134,1535,6532,INITIATED
135,1536,4432,IN_TRANSIT
136,1541,8691,INITIATED
137,1562,3457,RECEIVED
138,1584,2854,INITIATED
139,1596,4816,RECEIVED
140,1602,654,RECEIVED
141,1603,3879,REFUNDED
142,1611,138,REJECTED
143,1627,7918,RECEIVED
144,1640,7288,RECEIVED
145,1651,7534,IN_TRANSIT
146,1653,4587,RECEIVED
147,1669,4375,REFUNDED
148,1674,2648,RECEIVED
149,1678,2098,REFUNDED
150,1686,6128,REFUNDED
151,1690,5491,REFUNDED
152,1695,9985,REFUNDED
153,1735,1093,REFUNDED
154,1739,6207,REFUNDED
155,1749,5646,REFUNDED
156,1769,8862,REFUNDED
157,1770,8560,REFUNDED
158,1775,9721,INITIATED
159,1794,59,RECEIVED
160,1806,816,REFUNDED
161,1810,6233,INITIATED
162,1846,8912,INITIATED
163,1852,2379,IN_TRANSIT
164,1882,365,REFUNDED
165,1889,357,REFUNDED
166,1900,5926,IN_TRANSIT
167,1902,6282,RECEIVED
168,1919,183,RECEIVED
169,1937,5003,REFUNDED
170,1955,608,RECEIVED
171,1964,6187,REFUNDED
172,1967,1316,REFUNDED
173,1973,254,REFUNDED
174,1981,9098,IN_TRANSIT
175,1984,321,REFUNDED
176,2000,2995,RECEIVED
177,2002,5236,REFUNDED
178,2019,5316,REFUNDED
179,2023,3809,INITIATED
180,2024,3128,REFUNDED
181,2025,858,INITIATED
182,2033,5788,REFUNDED
183,2034,2566,REFUNDED
184,2044,3190,REFUNDED
185,2047,9489,IN_TRANSIT
186,2058,6313,REFUNDED
187,2060,9567,IN_TRANSIT
188,2062,1813,REFUNDED
189,2067,9178,REFUNDED
190,2084,6368,REFUNDED
191,2086,7461,REFUNDED
192,2091,2625,IN_TRANSIT
193,2106,8694,RECEIVED
194,2147,9961,REFUNDED
195,2174,6228,REFUNDED
196,2183,2441,INITIATED
197,2189,1901,REFUNDED
198,2193,8294,RECEIVED
199,2198,3575,REFUNDED
200,2230,7168,REJECTED
201,2231,643,IN_TRANSIT
202,2245,5519,REFUNDED
203,2246,2400,REFUNDED
204,2248,9137,REFUNDED
205,2252,4481,RECEIVED
206,2264,1197,INITIATED
207,2269,8972,REFUNDED
208,2275,2278,REFUNDED
209,2303,1501,RECEIVED
210,2329,7708,RECEIVED
211,2330,1679,IN_TRANSIT
212,2365,2983,IN_TRANSIT
213,2392,2446,REFUNDED
214,2417,844,REFUNDED
215,2418,8432,REFUNDED
216,2427,2285,RECEIVED
217,2435,9468,INITIATED
218,2441,2278,REJECTED
219,2452,541,IN_TRANSIT
220,2472,4147,REFUNDED
221,2484,3171,IN_TRANSIT
222,2487,1728,REFUNDED
223,2491,8615,REFUNDED
224,2511,111,RECEIVED
225,2516,3804,REFUNDED
226,2517,3112,REFUNDED
227,2527,2551,IN_TRANSIT
228,2531,5810,REFUNDED
229,2535,2962,REFUNDED
230,2543,2618,RECEIVED
231,2554,3761,REFUNDED
232,2557,3193,REFUNDED
233,2558,5697,RECEIVED
234,2560,1864,REFUNDED
235,2576,5494,REFUNDED
236,2579,8174,REFUNDED
237,2582,5108,REFUNDED
238,2584,5961,REFUNDED
239,2614,8171,RECEIVED
240,2616,4088,RECEIVED
241,2624,7561,RECEIVED
242,2654,2636,REFUNDED
243,2657,5210,REFUNDED
244,2661,274,REFUNDED
245,2666,5597,REFUNDED
246,2677,4499,REFUNDED
247,2684,3748,REFUNDED
248,2691,2718,REFUNDED
249,2696,4463,REFUNDED
250,2706,6307,REFUNDED
251,2716,3988,RECEIVED
252,2743,6317,REFUNDED
253,2748,7445,REFUNDED
254,2757,1119,REFUNDED
255,2772,1011,RECEIVED
256,2775,5336,REFUNDED
257,2787,7835,RECEIVED
258,2791,8984,RECEIVED
259,2816,3015,IN_TRANSIT
260,2829,5559,REFUNDED
261,2844,2853,RECEIVED
262,2857,9745,REFUNDED
263,2859,877,RECEIVED
264,2871,6525,IN_TRANSIT
265,2875,8103,REFUNDED
266,2879,5377,REFUNDED
267,2897,9778,RECEIVED
268,2898,4176,REFUNDED
269,2933,9287,RECEIVED
270,2981,6784,IN_TRANSIT
271,2985,7502,REFUNDED
272,2989,3704,REFUNDED
273,2999,3236,RECEIVED
274,3004,815,REFUNDED
275,3018,1715,REFUNDED
276,3071,2722,REFUNDED
277,3072,5054,REFUNDED
278,3073,2744,RECEIVED
279,3075,9778,REFUNDED
280,3076,5972,REFUNDED
281,3078,7261,INITIATED
282,3087,2379,REFUNDED
283,3105,7233,IN_TRANSIT
284,3114,9497,INITIATED
285,3115,6614,REFUNDED
286,3116,2845,IN_TRANSIT
287,3118,4924,REJECTED
288,3125,6183,REFUNDED
289,3134,6107,REFUNDED
290,3139,6067,REFUNDED
291,3146,8573,REFUNDED
292,3158,1009,RECEIVED
293,3161,5458,RECEIVED
294,3171,291,INITIATED
295,3208,1618,REFUNDED
296,3215,8887,REFUNDED
297,3232,5900,REFUNDED
298,3252,6129,RECEIVED
299,3265,9802,REFUNDED
300,3266,3225,IN_TRANSIT
301,3281,1717,REFUNDED
302,3285,1974,INITIATED
303,3286,1577,REFUNDED
304,3289,245,REFUNDED
305,3292,7103,REFUNDED
306,3296,1920,RECEIVED
307,3307,8071,REFUNDED
308,3324,2178,REFUNDED
309,3325,6431,REFUNDED
310,3367,9288,INITIATED
311,3368,1178,RECEIVED
312,3374,3149,IN_TRANSIT
313,3387,7728,REFUNDED
314,3391,9870,REFUNDED
315,3410,6851,REFUNDED
316,3434,1765,REFUNDED
317,3438,9363,REFUNDED
318,3460,3943,RECEIVED
319,3462,4309,INITIATED
320,3497,319,INITIATED
321,3513,6454,RECEIVED
322,3524,7962,REFUNDED
323,3530,1855,RECEIVED
324,3552,2170,RECEIVED
325,3558,2267,REFUNDED
326,3571,9921,RECEIVED
327,3579,7754,REFUNDED
328,3588,4773,RECEIVED
329,3611,901,IN_TRANSIT
330,3636,6119,IN_TRANSIT
331,3655,8450,INITIATED
332,3669,5335,REFUNDED
333,3679,2966,REFUNDED
334,3684,1710,REFUNDED
335,3685,9586,RECEIVED
336,3703,7440,REFUNDED
337,3722,1298,REFUNDED
338,3736,5300,REFUNDED
339,3740,9191,IN_TRANSIT
340,3743,6268,REFUNDED
341,3749,5391,INITIATED
342,3784,8793,REFUNDED
343,3785,2757,REFUNDED
344,3809,5162,REFUNDED
345,3826,3072,INITIATED
346,3853,9962,REFUNDED
347,3854,7405,IN_TRANSIT
348,3871,2925,REFUNDED
349,3906,1024,REFUNDED
350,3908,3017,RECEIVED
351,3910,1420,REFUNDED
352,3918,5518,REFUNDED
353,3919,9918,REFUNDED
354,3934,6205,REFUNDED
355,3952,3952,REFUNDED
356,3957,55,REFUNDED
357,3965,9448,REFUNDED
358,3966,3206,IN_TRANSIT
359,3975,2840,RECEIVED
360,3986,3730,REFUNDED
361,3990,522,REFUNDED
362,3997,858,REFUNDED
363,4000,8866,IN_TRANSIT
364,4013,6422,REFUNDED
365,4017,8198,RECEIVED
366,4020,5505,REFUNDED
367,4025,5831,REFUNDED
368,4027,5737,IN_TRANSIT
369,4031,7560,REFUNDED
370,4035,3912,IN_TRANSIT
371,4040,1908,REFUNDED
372,4049,7038,REFUNDED
373,4050,5426,REFUNDED
374,4052,9201,INITIATED
375,4072,7764,RECEIVED
376,4079,8488,REFUNDED
377,4086,2301,RECEIVED
378,4091,1596,INITIATED
379,4093,5709,INITIATED
380,4098,8589,REFUNDED
381,4107,4616,REFUNDED
382,4118,395,RECEIVED
383,4166,7375,REFUNDED
384,4173,6829,REFUNDED
385,4203,9038,REFUNDED
386,4213,6517,REFUNDED
387,4219,6347,REFUNDED
388,4235,4865,REFUNDED
389,4237,4210,INITIATED
390,4239,6582,RECEIVED
391,4241,128,REFUNDED
392,4260,7100,IN_TRANSIT
393,4262,1414,REFUNDED
394,4284,8816,IN_TRANSIT
395,4286,1090,REFUNDED
396,4289,1076,RECEIVED
397,4295,310,REFUNDED
398,4302,7979,RECEIVED
399,4322,381,RECEIVED
400,4327,817,RECEIVED
401,4328,4450,REFUNDED
402,4337,9788,REFUNDED
403,4342,4930,RECEIVED
404,4346,6153,REFUNDED
405,4355,7367,INITIATED
406,4364,9426,REFUNDED
407,4367,1913,IN_TRANSIT
408,4383,7953,REFUNDED
409,4387,2253,REFUNDED
410,4388,7150,INITIATED
411,4396,2183,INITIATED
412,4436,172,RECEIVED
413,4441,4308,RECEIVED
414,4448,9960,REFUNDED
415,4484,3854,REFUNDED
416,4485,2044,REFUNDED
417,4497,6846,REFUNDED
418,4515,8742,RECEIVED
419,4520,7626,REFUNDED
420,4523,2097,REFUNDED
421,4551,6587,REFUNDED
422,4557,421,INITIATED
423,4580,644,RECEIVED
424,4611,2560,REFUNDED
425,4614,1752,RECEIVED
426,4629,986,INITIATED
427,4632,4826,REFUNDED
428,4647,5432,INITIATED
429,4658,2609,IN_TRANSIT
430,4678,5146,REFUNDED
431,4694,4799,RECEIVED
432,4695,1317,REFUNDED
433,4700,8066,REFUNDED
434,4715,352,REFUNDED
435,4736,2377,REFUNDED
436,4740,2692,REFUNDED
437,4752,6905,REFUNDED
438,4757,9560,RECEIVED
439,4762,8551,REFUNDED
440,4781,9465,REFUNDED
441,4789,6681,RECEIVED
442,4799,4920,REFUNDED
443,4817,7847,REFUNDED
444,4818,8845,RECEIVED
445,4822,8784,INITIATED
446,4825,8013,INITIATED
447,4829,6129,IN_TRANSIT
448,4842,591,REFUNDED
449,4848,7637,INITIATED
450,4850,3074,REFUNDED
451,4892,8276,RECEIVED
452,4910,7790,REFUNDED
453,4915,424,REFUNDED
454,4934,2427,IN_TRANSIT
455,4935,5293,REFUNDED
456,4945,9941,RECEIVED
457,4955,4230,REFUNDED
458,4974,4942,IN_TRANSIT
459,4975,2874,REFUNDED
460,4987,6520,RECEIVED
461,4998,2189,RECEIVED
462,5004,8833,INITIATED
463,5019,929,REFUNDED
464,5030,4130,REFUNDED
465,5044,2726,IN_TRANSIT
466,5056,2533,REFUNDED
467,5063,9438,RECEIVED
468,5077,916,IN_TRANSIT
469,5078,400,RECEIVED
470,5119,1341,RECEIVED
471,5123,1308,REFUNDED
472,5136,7029,REFUNDED
473,5164,3006,IN_TRANSIT
474,5169,5296,REFUNDED
475,5202,6394,REFUNDED
476,5203,1775,REFUNDED
477,5216,1022,REFUNDED
478,5268,3834,REFUNDED
479,5269,5129,REFUNDED
480,5275,7927,RECEIVED
481,5282,1400,REFUNDED
482,5302,5435,RECEIVED
483,5303,4853,REFUNDED
484,5308,6850,INITIATED
485,5318,2552,REFUNDED
486,5326,900,RECEIVED
487,5327,5612,REFUNDED
488,5329,9870,REFUNDED
489,5336,8256,REFUNDED
490,5345,7309,IN_TRANSIT
491,5351,7233,REFUNDED
492,5365,7421,REFUNDED
493,5369,400,REFUNDED
494,5379,9110,IN_TRANSIT
495,5385,8755,INITIATED
496,5388,6740,REFUNDED
497,5401,1049,REFUNDED
498,5402,1274,RECEIVED
499,5411,3589,IN_TRANSIT
500,5413,2020,IN_TRANSIT
501,5430,1031,REJECTED
502,5452,966,INITIATED
503,5458,7949,REFUNDED
504,5477,898,IN_TRANSIT
505,5480,9107,REFUNDED
506,5484,6638,IN_TRANSIT
507,5498,3639,RECEIVED
508,5522,1433,IN_TRANSIT
509,5524,9350,REFUNDED
510,5526,2764,REJECTED
511,5528,9966,IN_TRANSIT
512,5540,1418,IN_TRANSIT
513,5543,1098,RECEIVED
514,5558,6371,IN_TRANSIT
515,5559,4661,RECEIVED
516,5568,9334,REFUNDED
517,5570,9056,IN_TRANSIT
518,5572,9893,REFUNDED
519,5576,7183,REFUNDED
520,5583,8047,RECEIVED
521,5584,7654,IN_TRANSIT
522,5605,7780,REFUNDED
523,5608,6743,REFUNDED
524,5609,1874,REFUNDED
525,5612,9176,INITIATED
526,5636,4351,IN_TRANSIT
527,5662,7273,REFUNDED
528,5681,1354,RECEIVED
529,5705,368,REFUNDED
530,5722,9590,REFUNDED
531,5730,9583,REFUNDED
532,5738,8731,RECEIVED
533,5739,32,REFUNDED
534,5746,2186,RECEIVED
535,5762,2909,IN_TRANSIT
536,5769,8780,RECEIVED
537,5772,6159,REFUNDED
538,5777,778,REFUNDED
539,5778,9834,REFUNDED
540,5784,6407,REFUNDED
541,5795,4777,RECEIVED
542,5807,3766,REFUNDED
543,5808,890,RECEIVED
544,5812,8638,REFUNDED
545,5814,1172,RECEIVED
546,5816,9074,IN_TRANSIT
547,5825,9358,REFUNDED
548,5836,4468,RECEIVED
549,5845,6555,RECEIVED
550,5856,7143,REJECTED
551,5877,6877,RECEIVED
552,5878,6883,REFUNDED
553,5891,1304,REFUNDED
554,5901,3455,RECEIVED
555,5909,3964,REFUNDED
556,5912,2263,REJECTED
557,5929,5347,REFUNDED
558,5935,4262,IN_TRANSIT
559,5946,2720,RECEIVED
560,5953,9503,REFUNDED
561,5973,1763,RECEIVED
562,5978,5766,REFUNDED
563,6023,9303,IN_TRANSIT
564,6030,4294,REFUNDED
565,6048,9385,REFUNDED
566,6075,278,IN_TRANSIT
567,6079,2328,RECEIVED
568,6084,5917,REFUNDED
569,6090,2681,RECEIVED
570,6096,1801,REFUNDED
571,6098,2242,REFUNDED
572,6109,3393,REFUNDED
573,6123,8709,REFUNDED
574,6129,7762,REFUNDED
575,6131,5135,RECEIVED
576,6148,1802,REJECTED
577,6153,4314,REJECTED
578,6162,4288,REFUNDED
579,6163,6331,REFUNDED
580,6207,4491,RECEIVED
581,6219,826,REFUNDED
582,6221,7791,RECEIVED
583,6243,1851,REFUNDED
584,6275,7821,REFUNDED
585,6277,6402,IN_TRANSIT
586,6282,6042,IN_TRANSIT
587,6284,149,RECEIVED
588,6290,9035,REFUNDED
589,6291,8869,RECEIVED
590,6292,9184,REFUNDED
591,6306,5230,INITIATED
592,6313,7756,RECEIVED
593,6324,9327,RECEIVED
594,6328,7393,REFUNDED
595,6331,2278,RECEIVED
596,6355,8259,REFUNDED
597,6356,159,INITIATED
598,6357,1361,IN_TRANSIT
599,6366,6719,RECEIVED
600,6370,3442,REFUNDED
601,6386,1591,RECEIVED
602,6387,5631,IN_TRANSIT
603,6405,1321,REFUNDED
604,6427,9938,IN_TRANSIT
605,6448,8886,IN_TRANSIT
606,6464,6527,RECEIVED
607,6476,3055,IN_TRANSIT
608,6494,8367,RECEIVED
609,6497,4223,REFUNDED
610,6503,212,IN_TRANSIT
611,6504,8939,REFUNDED
612,6506,551,IN_TRANSIT
613,6512,1239,INITIATED
614,6514,5796,INITIATED
615,6517,4221,IN_TRANSIT
616,6529,4603,REFUNDED
617,6540,8082,RECEIVED
618,6542,8392,REFUNDED
619,6548,2030,REFUNDED
620,6552,716,REFUNDED
621,6561,6797,REFUNDED
622,6567,3424,REFUNDED
623,6571,8647,RECEIVED
624,6586,6437,REFUNDED
625,6590,3673,REFUNDED
626,6615,9851,REFUNDED
627,6639,9006,RECEIVED
628,6656,3990,INITIATED
629,6681,849,REFUNDED
630,6689,4431,REFUNDED
631,6691,7301,REFUNDED
632,6693,7747,INITIATED
633,6714,2768,IN_TRANSIT
634,6717,3750,IN_TRANSIT
635,6736,7127,REFUNDED
636,6741,9591,INITIATED
637,6751,8298,REFUNDED
638,6771,8934,RECEIVED
639,6784,7853,REFUNDED
640,6824,8091,REFUNDED
641,6827,1726,RECEIVED
642,6831,1162,RECEIVED
643,6841,2684,RECEIVED
644,6869,493,INITIATED
645,6884,4801,IN_TRANSIT
646,6896,1092,REFUNDED
647,6904,8237,IN_TRANSIT
648,6905,4130,RECEIVED
649,6907,960,INITIATED
650,6912,6784,REFUNDED
651,6917,7048,REFUNDED
652,6930,6447,REFUNDED
653,6951,1566,REFUNDED
654,6958,1218,REFUNDED
655,6995,2830,RECEIVED
656,7018,6933,INITIATED
657,7026,6121,RECEIVED
658,7027,9022,INITIATED
659,7029,7706,RECEIVED
660,7065,518,RECEIVED
661,7084,8868,REFUNDED
662,7085,5468,REFUNDED
663,7110,6728,RECEIVED
664,7119,5936,IN_TRANSIT
665,7122,5244,INITIATED
666,7129,9898,INITIATED
667,7139,9481,REFUNDED
668,7143,9560,RECEIVED
669,7151,7942,IN_TRANSIT
670,7156,6959,REFUNDED
671,7159,7136,REFUNDED
672,7172,3131,RECEIVED
673,7178,1735,REFUNDED
674,7179,7585,IN_TRANSIT
675,7181,4587,RECEIVED
676,7183,4278,REFUNDED
677,7186,689,REFUNDED
678,7190,3165,IN_TRANSIT
679,7191,4566,REFUNDED
680,7192,1477,IN_TRANSIT
681,7231,9591,REFUNDED
682,7235,2762,REFUNDED
683,7241,7598,REFUNDED
684,7244,6686,REFUNDED
685,7265,8300,RECEIVED
686,7283,7552,REFUNDED
687,7292,7952,REFUNDED
688,7297,2540,INITIATED
689,7303,3002,RECEIVED
690,7313,405,REFUNDED
691,7332,2944,REFUNDED
692,7337,3221,REFUNDED
693,7341,2740,REFUNDED
694,7363,392,RECEIVED
695,7366,4923,RECEIVED
696,7371,5778,REFUNDED
697,7372,9350,REFUNDED
698,7381,7292,INITIATED
699,7413,4831,REFUNDED
700,7420,5637,RECEIVED
701,7421,7349,INITIATED
702,7431,2769,IN_TRANSIT
703,7465,3974,IN_TRANSIT
704,7475,4758,REFUNDED
705,7486,954,REFUNDED
706,7487,4359,REFUNDED
707,7491,9081,REFUNDED
708,7500,9854,REFUNDED
709,7502,6617,REFUNDED
710,7508,1024,REFUNDED
711,7523,8200,INITIATED
712,7530,9895,REFUNDED
713,7534,4103,REFUNDED
714,7547,4670,REFUNDED
715,7556,9982,REFUNDED
716,7560,3386,RECEIVED
717,7582,1176,REFUNDED
718,7590,1254,REFUNDED
719,7607,9529,REFUNDED
720,7624,1038,INITIATED
721,7627,1153,REFUNDED
722,7633,190,REFUNDED
723,7644,8461,REFUNDED
724,7645,776,REFUNDED
725,7650,1446,IN_TRANSIT
726,7653,3996,RECEIVED
727,7666,2975,RECEIVED
728,7682,4324,REFUNDED
729,7685,1642,REFUNDED
730,7700,4519,REFUNDED
731,7717,9168,REFUNDED
732,7719,7766,REFUNDED
733,7732,4765,IN_TRANSIT
734,7742,69,REFUNDED
735,7756,4284,REFUNDED
736,7776,2257,REFUNDED
737,7795,2182,REFUNDED
738,7818,9569,INITIATED
739,7838,3399,REFUNDED
740,7863,4742,REFUNDED
741,7868,5087,RECEIVED
742,7869,8691,INITIATED
743,7883,3647,IN_TRANSIT
744,7886,35,IN_TRANSIT
745,7905,3756,REFUNDED
746,7947,4857,REFUNDED
747,7949,7731,REFUNDED
748,7958,6889,IN_TRANSIT
749,7968,9926,REFUNDED
750,7972,7528,REFUNDED
751,7979,651,IN_TRANSIT
752,8014,2299,RECEIVED
753,8015,5248,REFUNDED
754,8025,6095,REFUNDED
755,8027,3628,REFUNDED
756,8036,3624,REFUNDED
757,8039,9722,REFUNDED
758,8042,9592,INITIATED
759,8086,2864,REFUNDED
760,8089,7251,REFUNDED
761,8136,2123,REFUNDED
762,8155,9723,REFUNDED
763,8158,737,INITIATED
764,8162,2567,REFUNDED
765,8178,614,RECEIVED
766,8181,4375,RECEIVED
767,8185,8707,RECEIVED
768,8203,6696,REFUNDED
769,8233,5751,REFUNDED
770,8234,9947,RECEIVED
771,8267,7776,REFUNDED
772,8277,1839,REFUNDED
773,8294,3058,RECEIVED
774,8299,9719,REFUNDED
775,8308,3098,REFUNDED
776,8311,6181,REFUNDED
777,8314,218,RECEIVED
778,8317,193,IN_TRANSIT
779,8318,6724,REFUNDED
780,8321,3379,REFUNDED
781,8347,4982,REFUNDED
782,8363,3232,IN_TRANSIT
783,8370,3560,REFUNDED
784,8374,6083,IN_TRANSIT
785,8376,5848,IN_TRANSIT
786,8409,4615,REFUNDED
787,8415,9818,REFUNDED
788,8430,1452,INITIATED
789,8494,2478,REFUNDED
790,8509,6871,REJECTED
791,8514,4051,REFUNDED
792,8515,4035,REFUNDED
793,8518,4076,REFUNDED
794,8526,3937,REFUNDED
795,8538,5860,IN_TRANSIT
796,8545,5754,REFUNDED
797,8557,6630,REJECTED
798,8574,4020,REFUNDED
799,8588,6736,REFUNDED
800,8595,2847,RECEIVED
801,8596,767,RECEIVED
802,8604,1125,IN_TRANSIT
803,8615,9174,REFUNDED
804,8617,3061,IN_TRANSIT
805,8621,60,REFUNDED
806,8631,7499,REFUNDED
807,8634,5920,IN_TRANSIT
808,8642,3534,REFUNDED
809,8645,266,IN_TRANSIT
810,8650,4518,IN_TRANSIT
811,8653,8897,REFUNDED
812,8655,3532,REFUNDED
813,8686,458,IN_TRANSIT
814,8696,6959,REFUNDED
815,8699,615,REFUNDED
816,8705,7531,REFUNDED
817,8732,4803,REFUNDED
818,8737,8763,REFUNDED
819,8748,977,REFUNDED
820,8757,9467,REFUNDED
821,8797,5830,RECEIVED
822,8838,101,RECEIVED
823,8845,7955,REFUNDED
824,8858,4917,REFUNDED
825,8863,8169,REFUNDED
826,8864,7154,REFUNDED
827,8887,8636,RECEIVED
828,8889,5874,REJECTED
829,8890,8148,RECEIVED
830,8894,1451,INITIATED
831,8907,9343,REFUNDED
832,8938,1942,REFUNDED
833,8949,4278,IN_TRANSIT
834,8957,608,REFUNDED
835,8970,9786,INITIATED
836,8973,4819,INITIATED
837,8976,3229,REFUNDED
838,8987,1871,REFUNDED
839,8994,4899,INITIATED
840,8999,7880,REFUNDED
841,9008,9432,REFUNDED
842,9009,3598,RECEIVED
843,9016,616,IN_TRANSIT
844,9021,2275,RECEIVED
845,9024,9174,RECEIVED
846,9031,1436,RECEIVED
847,9035,8056,REFUNDED
848,9062,8035,REFUNDED
849,9064,6362,REFUNDED
850,9074,5714,RECEIVED
851,9075,2629,REFUNDED
852,9093,3257,RECEIVED
853,9101,7130,REFUNDED
854,9103,8727,IN_TRANSIT
855,9112,3514,REFUNDED
856,9115,3282,INITIATED
857,9121,3155,REFUNDED
858,9144,1174,REFUNDED
859,9149,6880,RECEIVED
860,9186,7618,REFUNDED
861,9219,3530,REFUNDED
862,9223,2323,REJECTED
863,9226,3460,IN_TRANSIT
864,9255,8364,RECEIVED
865,9279,2021,IN_TRANSIT
866,9283,5212,RECEIVED
867,9285,7029,REFUNDED
868,9298,3367,INITIATED
869,9313,2685,REFUNDED
870,9323,1154,REFUNDED
871,9350,2469,INITIATED
872,9354,880,REFUNDED
873,9386,2090,RECEIVED
874,9388,9110,RECEIVED
875,9390,6349,REFUNDED
876,9398,398,IN_TRANSIT
877,9402,6598,INITIATED
878,9406,721,RECEIVED
879,9412,7877,REFUNDED
880,9417,4534,IN_TRANSIT
881,9421,7617,REFUNDED
882,9432,7247,INITIATED
883,9444,1813,REFUNDED
884,9454,1057,RECEIVED
885,9457,9507,REFUNDED
886,9459,8539,REFUNDED
887,9465,2978,IN_TRANSIT
888,9468,9883,REFUNDED
889,9481,1327,REFUNDED
890,9511,1091,REFUNDED
891,9523,8644,IN_TRANSIT
892,9556,8708,REFUNDED
893,9558,5477,IN_TRANSIT
894,9565,4312,REFUNDED
895,9584,7845,IN_TRANSIT
896,9597,6832,REFUNDED
897,9617,9463,IN_TRANSIT
898,9621,8590,REFUNDED
899,9638,4950,REFUNDED
900,9639,2900,REFUNDED
901,9649,96,REFUNDED
902,9657,1617,REFUNDED
903,9669,5843,REFUNDED
904,9673,9601,REFUNDED
905,9705,6494,REFUNDED
906,9718,8682,REFUNDED
907,9722,3512,RECEIVED
908,9730,3749,REFUNDED
909,9740,875,REFUNDED
910,9756,3441,INITIATED
911,9771,8737,RECEIVED
912,9789,4213,REFUNDED
913,9799,104,IN_TRANSIT
914,9814,7818,REFUNDED
915,9829,8010,REFUNDED
916,9837,7463,REFUNDED
917,9839,8746,RECEIVED
918,9852,5905,IN_TRANSIT
919,9859,5540,IN_TRANSIT
920,9864,3559,IN_TRANSIT
921,9878,9882,IN_TRANSIT
922,9879,6523,IN_TRANSIT
