ProductAttributeID,ProductID,AttributeID
234,74,30
235,75,17
236,75,57
237,75,29
238,76,17
239,76,57
240,76,20
241,77,17
242,77,57
243,77,30
244,78,17
245,78,30
246,78,88
247,79,17
248,79,30
249,79,89
250,80,17
251,80,21
252,80,88
253,81,17
254,81,21
255,81,89
256,82,17
257,82,29
258,82,87
259,83,17
260,83,29
261,83,86
262,84,17
263,84,29
264,84,88
265,85,17
266,85,28
267,85,87
268,86,17
269,86,28
270,86,86
271,87,17
272,87,28
273,87,88
274,88,17
275,88,30
276,88,87
277,89,17
278,89,30
279,89,86
280,90,17
281,90,30
282,90,88
283,91,17
284,91,95
285,91,29
286,92,17
287,92,95
288,92,20
289,93,17
290,93,94
291,93,29
292,94,17
293,94,94
294,94,20
295,95,17
296,95,96
297,95,29
298,96,17
299,96,96
300,96,20
301,97,17
302,97,32
303,97,2
304,98,17
305,98,28
306,98,2
307,99,17
308,99,94
309,99,20
310,100,17
311,100,95
312,100,20
313,101,17
314,101,97
315,101,20
316,102,17
317,102,59
318,102,20
319,103,17
320,103,60
321,103,20
322,104,17
323,104,60
324,104,20
325,105,17
326,105,60
327,105,29
328,106,17
329,106,57
330,106,20
331,107,17
332,107,57
333,107,29
334,108,17
335,108,59
336,108,20
337,109,17
338,109,59
339,109,29
340,110,17
341,110,95
342,110,29
343,111,17
344,111,95
345,111,20
346,112,17
347,112,94
348,112,29
349,113,17
350,113,94
351,113,20
352,114,17
353,114,97
354,114,29
355,115,17
356,115,97
357,115,20
358,116,17
359,116,28
360,116,1
361,117,17
362,117,21
363,117,1
364,118,17
365,118,32
366,118,34
367,118,5
368,118,36
369,118,101
370,119,17
371,119,32
372,119,33
373,119,4
374,119,35
375,119,163
376,120,17
377,120,29
378,120,34
379,120,3
380,120,36
381,120,125
382,121,17
383,121,29
384,121,33
385,121,6
386,121,35
387,121,170
388,122,17
389,122,95
390,122,20
391,123,17
392,123,96
393,123,20
394,124,17
395,124,97
396,124,20
397,125,17
398,125,94
399,125,20
400,126,17
401,126,32
402,126,2
403,127,17
404,127,21
405,127,2
406,128,17
407,128,95
408,128,20
409,129,17
410,129,95
411,129,29
412,130,17
413,130,96
414,130,20
415,131,17
416,131,96
417,131,29
418,132,17
419,132,97
420,132,20
421,133,17
422,133,97
423,133,29
424,134,17
425,134,94
426,134,20
427,135,17
428,135,94
429,135,29
430,136,17
431,136,94
432,136,20
433,137,17
434,137,95
435,137,20
436,138,17
437,138,96
438,138,20
439,139,17
440,139,97
441,139,20
442,140,17
443,140,95
444,140,20
445,141,17
446,141,95
447,141,29
448,142,17
449,142,97
450,142,20
451,143,17
452,143,97
453,143,29
454,144,17
455,144,96
456,144,20
457,145,17
458,145,96
459,145,29
460,146,17
461,146,94
462,146,20
463,147,17
464,147,94
465,147,29
466,148,17
467,148,30
468,148,1
469,149,17
470,149,30
471,149,2
472,150,17
473,150,21
474,150,1
475,151,17
476,151,21
477,151,2
478,152,17
479,152,32
480,152,88
481,153,17
482,153,21
483,153,88
484,154,17
485,154,29
486,154,88
487,155,17
488,155,28
489,155,89
490,156,17
491,156,28
492,156,88
493,157,17
494,157,28
495,157,86
496,158,17
497,158,30
498,158,89
499,159,17
500,159,30
501,159,88
502,160,17
503,160,30
504,160,86
505,161,17
506,161,32
507,161,89
508,162,17
509,162,32
510,162,88
511,163,17
512,163,32
513,163,86
514,164,17
515,164,97
516,164,29
517,165,17
518,165,96
519,165,29
520,166,17
521,166,95
522,166,29
523,167,17
524,167,94
525,167,29
526,168,17
527,168,20
528,168,33
529,168,4
530,168,35
531,168,176
532,169,17
533,169,20
534,169,34
535,169,7
536,169,36
537,169,98
538,170,17
539,170,29
540,170,33
541,170,7
542,170,35
543,170,191
544,171,17
545,171,29
546,171,34
547,171,5
548,171,36
549,171,119
550,172,17
551,172,30
552,172,33
553,172,8
554,172,35
555,172,148
556,173,17
557,173,30
558,173,34
559,173,3
560,173,36
561,173,110
562,174,17
563,174,32
564,174,33
565,174,7
566,174,35
567,174,177
568,175,17
569,175,32
570,175,34
571,175,7
572,175,36
573,175,194
574,176,17
575,176,30
576,176,86
577,177,17
578,177,30
579,177,88
580,178,17
581,178,29
582,178,86
583,179,17
584,179,29
585,179,88
586,180,17
587,180,20
588,180,86
589,181,17
590,181,20
591,181,88
592,182,17
593,182,21
594,182,86
595,183,17
596,183,21
597,183,88
598,184,17
599,184,28
600,184,33
601,184,5
602,184,35
603,184,221
604,185,17
605,185,32
606,185,33
607,185,5
608,185,35
609,185,171
610,186,17
611,186,30
612,186,2
613,187,17
614,187,30
615,187,1
616,188,17
617,188,28
618,188,2
619,189,17
620,189,28
621,189,1
622,190,17
623,190,32
624,190,2
625,191,17
626,191,32
627,191,1
628,192,17
629,192,21
630,192,2
631,193,17
632,193,21
633,193,1
634,194,17
635,194,21
636,194,33
637,194,7
638,194,35
639,194,180
640,195,17
641,195,30
642,195,33
643,195,7
644,195,35
645,195,173
646,196,17
647,196,28
648,196,33
649,196,6
650,196,35
651,196,102
652,197,17
653,197,20
654,197,33
655,197,4
656,197,35
657,197,140
658,198,17
659,198,32
660,198,34
661,198,3
662,198,36
663,198,132
664,199,17
665,199,29
666,199,34
667,199,3
668,199,36
669,199,137
670,200,17
671,200,30
672,200,34
673,200,6
674,200,36
675,200,150
676,201,17
677,201,21
678,201,87
679,202,17
680,202,21
681,202,89
682,203,17
683,203,29
684,203,87
685,204,17
686,204,29
687,204,89
688,205,17
689,205,30
690,205,87
691,206,17
692,206,30
693,206,89
694,207,17
695,207,20
696,207,87
697,208,17
698,208,20
699,208,89
700,209,17
701,209,28
702,209,87
703,210,17
704,210,28
705,210,88
706,211,17
707,211,28
708,211,89
709,212,17
710,212,29
711,212,87
712,213,17
713,213,29
714,213,88
715,214,17
716,214,29
717,214,89
718,215,17
719,215,32
720,215,87
721,216,17
722,216,32
723,216,88
724,217,17
725,217,32
726,217,89
727,218,17
728,218,21
729,218,87
730,219,17
731,219,21
732,219,88
733,220,17
734,220,21
735,220,89
736,221,17
737,221,21
738,221,1
739,222,17
740,222,30
741,222,1
742,223,17
743,223,28
744,223,1
745,224,17
746,224,29
747,224,1
748,225,17
749,225,57
750,225,29
751,226,17
752,226,57
753,226,30
754,227,17
755,227,57
756,227,20
757,228,17
758,228,58
759,228,29
760,229,17
761,229,58
762,229,30
763,230,17
764,230,58
765,230,20
766,231,17
767,231,60
768,231,29
769,232,17
770,232,60
771,232,30
772,233,17
773,233,60
774,233,20
775,234,17
776,234,59
777,234,29
778,235,17
779,235,59
780,235,30
781,236,17
782,236,59
783,236,20
784,237,17
785,237,60
786,237,30
787,238,17
788,238,60
789,238,29
790,239,17
791,239,58
792,239,30
793,240,17
794,240,58
795,240,29
796,241,17
797,241,59
798,241,30
799,242,17
800,242,59
801,242,29
802,243,17
803,243,57
804,243,30
805,244,17
806,244,57
807,244,29
808,245,17
809,245,60
810,245,20
811,246,17
812,246,60
813,246,30
814,247,17
815,247,57
816,247,20
817,248,17
818,248,57
819,248,30
820,249,17
821,249,59
822,249,20
823,250,17
824,250,59
825,250,30
826,251,17
827,251,58
828,251,20
829,252,17
830,252,58
831,252,30
832,253,17
833,253,32
834,253,88
835,254,17
836,254,32
837,254,87
838,255,17
839,255,30
840,255,88
841,256,17
842,256,30
843,256,87
844,257,17
845,257,58
846,257,29
847,258,17
848,258,57
849,258,29
850,259,17
851,259,29
852,259,88
853,260,17
854,260,29
855,260,87
856,261,17
857,261,20
858,261,88
859,262,17
860,262,20
861,262,87
862,263,17
863,263,30
864,263,88
865,264,17
866,264,30
867,264,87
868,265,17
869,265,21
870,265,2
871,266,17
872,266,21
873,266,1
874,267,17
875,267,20
876,267,2
877,268,17
878,268,20
879,268,1
880,269,17
881,269,28
882,269,1
883,270,17
884,270,21
885,270,1
886,271,17
887,271,20
888,271,1
889,272,17
890,272,20
891,272,33
892,272,5
893,272,35
894,272,127
895,273,17
896,273,20
897,273,34
898,273,4
899,273,36
900,273,216
901,274,17
902,274,30
903,274,33
904,274,6
905,274,35
906,274,178
907,275,17
908,275,30
909,275,34
910,275,4
911,275,36
912,275,194
913,276,17
914,276,28
915,276,2
916,277,17
917,277,28
918,277,1
919,278,17
920,278,20
921,278,2
922,279,17
923,279,20
924,279,1
925,280,17
926,280,29
927,280,2
928,281,17
929,281,29
930,281,1
931,282,17
932,282,32
933,282,2
934,283,17
935,283,32
936,283,1
937,284,17
938,284,59
939,284,29
940,285,17
941,285,59
942,285,20
943,286,17
944,286,58
945,286,29
946,287,17
947,287,58
948,287,20
949,288,17
950,288,60
951,288,29
952,289,17
953,289,60
954,289,20
955,290,17
956,290,28
957,290,33
958,290,4
959,290,35
960,290,151
961,291,17
962,291,28
963,291,34
964,291,9
965,291,36
966,291,183
967,292,17
968,292,21
969,292,33
970,292,5
971,292,35
972,292,189
973,293,17
974,293,21
975,293,34
976,293,7
977,293,36
978,293,200
979,294,17
980,294,29
981,294,33
982,294,4
983,294,35
984,294,101
985,295,17
986,295,29
987,295,34
988,295,5
989,295,36
990,295,136
991,296,17
992,296,29
993,296,2
994,297,17
995,297,20
996,297,2
997,298,17
998,298,30
999,298,2
1000,299,17
1001,299,32
1002,299,2
1003,300,17
1004,300,20
1005,300,89
1006,301,17
1007,301,20
1008,301,86
1009,302,17
1010,302,29
1011,302,89
1012,303,17
1013,303,29
1014,303,86
1015,304,17
1016,304,30
1017,304,89
1018,305,17
1019,305,30
1020,305,86
1021,306,17
1022,306,21
1023,306,89
1024,307,17
1025,307,21
1026,307,86
1027,308,17
1028,308,96
1029,308,20
1030,309,17
1031,309,96
1032,309,29
1033,310,17
1034,310,97
1035,310,20
1036,311,17
1037,311,97
1038,311,29
1039,312,17
1040,312,94
1041,312,20
1042,313,17
1043,313,94
1044,313,29
1045,314,17
1046,314,95
1047,314,20
1048,315,17
1049,315,95
1050,315,29
1051,316,17
1052,316,21
1053,316,33
1054,316,4
1055,316,35
1056,316,217
1057,317,17
1058,317,21
1059,317,34
1060,317,7
1061,317,36
1062,317,145
1063,318,17
1064,318,30
1065,318,33
1066,318,6
1067,318,35
1068,318,152
1069,319,17
1070,319,30
1071,319,34
1072,319,8
1073,319,36
1074,319,159
1075,320,17
1076,320,28
1077,320,86
1078,321,17
1079,321,28
1080,321,87
1081,322,17
1082,322,28
1083,322,89
1084,323,17
1085,323,30
1086,323,86
1087,324,17
1088,324,30
1089,324,87
1090,325,17
1091,325,30
1092,325,89
1093,326,17
1094,326,60
1095,326,20
1096,327,17
1097,327,60
1098,327,30
1099,328,17
1100,328,60
1101,328,29
1102,329,17
1103,329,59
1104,329,20
1105,330,17
1106,330,59
1107,330,30
1108,331,17
1109,331,59
1110,331,29
1111,332,17
1112,332,28
1113,332,87
1114,333,17
1115,333,28
1116,333,89
1117,334,17
1118,334,28
1119,334,86
1120,335,17
1121,335,32
1122,335,87
1123,336,17
1124,336,32
1125,336,89
1126,337,17
1127,337,32
1128,337,86
1129,338,17
1130,338,20
1131,338,2
1132,339,17
1133,339,29
1134,339,2
1135,340,17
1136,340,30
1137,340,2
1138,341,17
1139,341,32
1140,341,1
1141,342,17
1142,342,30
1143,342,1
1144,343,17
1145,343,28
1146,343,1
1147,344,17
1148,344,28
1149,344,2
1150,345,17
1151,345,21
1152,345,1
1153,346,17
1154,346,21
1155,346,2
1156,347,17
1157,347,30
1158,347,1
1159,348,17
1160,348,30
1161,348,2
1162,349,17
1163,349,57
1164,349,30
1165,350,17
1166,350,57
1167,350,20
1168,351,17
1169,351,57
1170,351,29
1171,352,17
1172,352,59
1173,352,30
1174,353,17
1175,353,59
1176,353,20
1177,354,17
1178,354,59
1179,354,29
1180,355,17
1181,355,60
1182,355,30
1183,356,17
1184,356,60
1185,356,20
1186,357,17
1187,357,60
1188,357,29
1189,358,17
1190,358,30
1191,358,1
1192,359,17
1193,359,30
1194,359,2
1195,360,17
1196,360,20
1197,360,1
1198,361,17
1199,361,20
1200,361,2
1201,362,17
1202,362,96
1203,362,20
1204,363,17
1205,363,96
1206,363,29
1207,364,17
1208,364,95
1209,364,20
1210,365,17
1211,365,95
1212,365,29
1213,366,17
1214,366,30
1215,366,34
1216,366,4
1217,366,36
1218,366,134
1219,367,17
1220,367,30
1221,367,33
1222,367,5
1223,367,35
1224,367,135
1225,368,17
1226,368,20
1227,368,34
1228,368,5
1229,368,36
1230,368,212
1231,369,17
1232,369,20
1233,369,33
1234,369,5
1235,369,35
1236,369,129
1237,370,17
1238,370,29
1239,370,34
1240,370,9
1241,370,36
1242,370,164
1243,371,17
1244,371,29
1245,371,33
1246,371,3
1247,371,35
1248,371,103
1249,372,17
1250,372,28
1251,372,33
1252,372,3
1253,372,35
1254,372,181
1255,373,17
1256,373,28
1257,373,34
1258,373,7
1259,373,36
1260,373,156
1261,374,17
1262,374,32
1263,374,33
1264,374,3
1265,374,35
1266,374,151
1267,375,17
1268,375,32
1269,375,34
1270,375,9
1271,375,36
1272,375,167
1273,376,17
1274,376,60
1275,376,30
1276,377,17
1277,377,57
1278,377,30
1279,378,17
1280,378,58
1281,378,30
1282,379,17
1283,379,28
1284,379,1
1285,380,17
1286,380,28
1287,380,2
1288,381,17
1289,381,29
1290,381,1
1291,382,17
1292,382,29
1293,382,2
1294,383,17
1295,383,30
1296,383,1
1297,384,17
1298,384,30
1299,384,2
1300,385,17
1301,385,30
1302,385,2
1303,386,17
1304,386,21
1305,386,2
1306,387,17
1307,387,59
1308,387,20
1309,388,17
1310,388,57
1311,388,20
1312,389,17
1313,389,58
1314,389,20
1315,390,17
1316,390,32
1317,390,33
1318,390,9
1319,390,35
1320,390,207
1321,391,17
1322,391,32
1323,391,34
1324,391,3
1325,391,36
1326,391,193
1327,392,17
1328,392,29
1329,392,33
1330,392,6
1331,392,35
1332,392,168
1333,393,17
1334,393,29
1335,393,34
1336,393,4
1337,393,36
1338,393,184
1339,394,17
1340,394,28
1341,394,33
1342,394,3
1343,394,35
1344,394,157
1345,395,17
1346,395,28
1347,395,34
1348,395,5
1349,395,36
1350,395,219
1351,396,17
1352,396,20
1353,396,33
1354,396,7
1355,396,35
1356,396,135
1357,397,17
1358,397,20
1359,397,34
1360,397,5
1361,397,36
1362,397,122
1363,398,17
1364,398,96
1365,398,20
1366,399,17
1367,399,96
1368,399,29
1369,400,17
1370,400,95
1371,400,20
1372,401,17
1373,401,95
1374,401,29
1375,402,17
1376,402,94
1377,402,20
1378,403,17
1379,403,94
1380,403,29
1381,404,17
1382,404,20
1383,404,89
1384,405,17
1385,405,28
1386,405,89
1387,406,17
1388,406,95
1389,406,20
1390,407,17
1391,407,94
1392,407,20
1393,408,17
1394,408,97
1395,408,20
1396,409,17
1397,409,96
1398,409,20
1399,410,17
1400,410,21
1401,410,89
1402,411,17
1403,411,28
1404,411,89
1405,412,17
1406,412,58
1407,412,29
1408,413,17
1409,413,58
1410,413,20
1411,414,17
1412,414,58
1413,414,30
1414,415,17
1415,415,60
1416,415,29
1417,416,17
1418,416,60
1419,416,20
1420,417,17
1421,417,60
1422,417,30
1423,418,17
1424,418,32
1425,418,86
1426,419,17
1427,419,32
1428,419,88
1429,420,17
1430,420,32
1431,420,87
1432,421,17
1433,421,21
1434,421,86
1435,422,17
1436,422,21
1437,422,88
1438,423,17
1439,423,21
1440,423,87
1441,424,17
1442,424,30
1443,424,86
1444,425,17
1445,425,30
1446,425,88
1447,426,17
1448,426,30
1449,426,87
1450,427,17
1451,427,28
1452,427,86
1453,428,17
1454,428,28
1455,428,88
1456,429,17
1457,429,28
1458,429,87
1459,430,17
1460,430,30
1461,430,2
1462,431,17
1463,431,30
1464,431,1
1465,432,17
1466,432,21
1467,432,2
1468,433,17
1469,433,21
1470,433,1
1471,434,17
1472,434,20
1473,434,2
1474,435,17
1475,435,20
1476,435,1
1477,436,17
1478,436,59
1479,436,30
1480,437,17
1481,437,59
1482,437,20
1483,438,17
1484,438,60
1485,438,30
1486,439,17
1487,439,60
1488,439,20
1489,440,17
1490,440,57
1491,440,30
1492,441,17
1493,441,57
1494,441,20
1495,442,17
1496,442,58
1497,442,30
1498,443,17
1499,443,58
1500,443,20
1501,444,17
1502,444,29
1503,444,34
1504,444,8
1505,444,36
1506,444,208
1507,445,17
1508,445,28
1509,445,34
1510,445,4
1511,445,36
1512,445,183
1513,446,17
1514,446,28
1515,446,33
1516,446,6
1517,446,35
1518,446,118
1519,447,17
1520,447,28
1521,447,34
1522,447,6
1523,447,36
1524,447,169
1525,448,17
1526,448,20
1527,448,33
1528,448,6
1529,448,35
1530,448,167
1531,449,17
1532,449,20
1533,449,34
1534,449,3
1535,449,36
1536,449,146
1537,450,17
1538,450,30
1539,450,33
1540,450,3
1541,450,35
1542,450,215
1543,451,17
1544,451,30
1545,451,34
1546,451,7
1547,451,36
1548,451,203
1549,452,17
1550,452,32
1551,452,33
1552,452,5
1553,452,35
1554,452,105
1555,453,17
1556,453,32
1557,453,34
1558,453,7
1559,453,36
1560,453,218
1561,454,17
1562,454,29
1563,454,1
1564,455,17
1565,455,29
1566,455,2
1567,456,17
1568,456,20
1569,456,1
1570,457,17
1571,457,20
1572,457,2
1573,458,17
1574,458,21
1575,458,2
1576,459,17
1577,459,21
1578,459,1
1579,460,17
1580,460,29
1581,460,2
1582,461,17
1583,461,29
1584,461,1
1585,462,17
1586,462,28
1587,462,2
1588,463,17
1589,463,28
1590,463,1
1591,464,17
1592,464,20
1593,464,2
1594,465,17
1595,465,20
1596,465,1
1597,466,17
1598,466,97
1599,466,29
1600,467,17
1601,467,97
1602,467,20
1603,468,17
1604,468,94
1605,468,29
1606,469,17
1607,469,94
1608,469,20
1609,470,17
1610,470,95
1611,470,29
1612,471,17
1613,471,95
1614,471,20
1615,472,17
1616,472,59
1617,472,30
1618,473,17
1619,473,59
1620,473,20
1621,474,17
1622,474,57
1623,474,30
1624,475,17
1625,475,57
1626,475,20
1627,476,17
1628,476,58
1629,476,30
1630,477,17
1631,477,58
1632,477,20
1633,478,17
1634,478,60
1635,478,30
1636,479,17
1637,479,60
1638,479,20
1639,480,17
1640,480,29
1641,480,1
1642,481,17
1643,481,21
1644,481,1
1645,482,17
1646,482,20
1647,482,1
1648,483,17
1649,483,30
1650,483,1
1651,484,17
1652,484,21
1653,484,86
1654,485,17
1655,485,21
1656,485,89
1657,486,17
1658,486,20
1659,486,86
1660,487,17
1661,487,20
1662,487,89
1663,488,17
1664,488,59
1665,488,30
1666,489,17
1667,489,60
1668,489,30
1669,490,17
1670,490,57
1671,490,30
1672,491,17
1673,491,58
1674,491,30
1675,492,17
1676,492,21
1677,492,87
1678,493,17
1679,493,21
1680,493,88
1681,494,17
1682,494,21
1683,494,89
1684,495,17
1685,495,32
1686,495,87
1687,496,17
1688,496,32
1689,496,88
1690,497,17
1691,497,32
1692,497,89
1693,498,17
1694,498,30
1695,498,87
1696,499,17
1697,499,30
1698,499,88
1699,500,17
1700,500,30
1701,500,89
1702,501,17
1703,501,20
1704,501,87
1705,502,17
1706,502,20
1707,502,88
1708,503,17
1709,503,20
1710,503,89
1711,504,17
1712,504,20
1713,504,86
1714,505,17
1715,505,29
1716,505,86
1717,506,17
1718,506,30
1719,506,89
1720,507,17
1721,507,30
1722,507,88
1723,508,17
1724,508,20
1725,508,89
1726,509,17
1727,509,20
1728,509,88
1729,510,17
1730,510,21
1731,510,89
1732,511,17
1733,511,21
1734,511,88
1735,512,17
1736,512,58
1737,512,20
1738,513,17
1739,513,58
1740,513,29
1741,514,17
1742,514,60
1743,514,20
1744,515,17
1745,515,60
1746,515,29
1747,516,17
1748,516,59
1749,516,20
1750,517,17
1751,517,59
1752,517,29
1753,518,17
1754,518,21
1755,518,88
1756,519,17
1757,519,21
1758,519,89
1759,520,17
1760,520,20
1761,520,88
1762,521,17
1763,521,20
1764,521,89
1765,522,17
1766,522,95
1767,522,20
1768,523,17
1769,523,95
1770,523,29
1771,524,17
1772,524,94
1773,524,20
1774,525,17
1775,525,94
1776,525,29
1777,526,17
1778,526,97
1779,526,20
1780,527,17
1781,527,97
1782,527,29
1783,528,17
1784,528,96
1785,528,20
1786,529,17
1787,529,96
1788,529,29
1789,530,17
1790,530,60
1791,530,30
1792,531,17
1793,531,60
1794,531,20
1795,532,17
1796,532,58
1797,532,30
1798,533,17
1799,533,58
1800,533,20
1801,534,17
1802,534,57
1803,534,30
1804,535,17
1805,535,57
1806,535,20
1807,536,17
1808,536,59
1809,536,30
1810,537,17
1811,537,59
1812,537,20
1813,538,17
1814,538,97
1815,538,20
1816,539,17
1817,539,97
1818,539,29
1819,540,17
1820,540,94
1821,540,20
1822,541,17
1823,541,94
1824,541,29
1825,542,17
1826,542,60
1827,542,29
1828,543,17
1829,543,60
1830,543,20
1831,544,17
1832,544,59
1833,544,29
1834,545,17
1835,545,59
1836,545,20
1837,546,17
1838,546,57
1839,546,29
1840,547,17
1841,547,57
1842,547,20
1843,548,17
1844,548,59
1845,548,20
1846,549,17
1847,549,57
1848,549,20
1849,550,17
1850,550,59
1851,550,20
1852,551,17
1853,551,59
1854,551,29
1855,552,17
1856,552,59
1857,552,30
1858,553,17
1859,553,58
1860,553,20
1861,554,17
1862,554,58
1863,554,29
1864,555,17
1865,555,58
1866,555,30
1867,556,17
1868,556,57
1869,556,20
1870,557,17
1871,557,57
1872,557,29
1873,558,17
1874,558,57
1875,558,30
1876,559,17
1877,559,30
1878,559,89
1879,560,17
1880,560,30
1881,560,88
1882,561,17
1883,561,32
1884,561,89
1885,562,17
1886,562,32
1887,562,88
1888,563,17
1889,563,29
1890,563,89
1891,564,17
1892,564,29
1893,564,88
1894,565,17
1895,565,28
1896,565,89
1897,566,17
1898,566,28
1899,566,88
1900,567,17
1901,567,30
1902,567,34
1903,567,3
1904,567,36
1905,567,162
1906,568,17
1907,568,20
1908,568,34
1909,568,3
1910,568,36
1911,568,198
1912,569,17
1913,569,28
1914,569,34
1915,569,6
1916,569,36
1917,569,116
1918,570,17
1919,570,32
1920,570,34
1921,570,5
1922,570,36
1923,570,170
1924,571,17
1925,571,30
1926,571,89
1927,572,17
1928,572,29
1929,572,89
1930,573,17
1931,573,57
1932,573,29
1933,574,17
1934,574,57
1935,574,30
1936,575,17
1937,575,57
1938,575,20
1939,576,17
1940,576,58
1941,576,29
1942,577,17
1943,577,58
1944,577,30
1945,578,17
1946,578,58
1947,578,20
1948,579,17
1949,579,59
1950,579,29
1951,580,17
1952,580,59
1953,580,30
1954,581,17
1955,581,59
1956,581,20
1957,582,17
1958,582,58
1959,582,20
1960,583,17
1961,583,58
1962,583,30
1963,584,17
1964,584,57
1965,584,20
1966,585,17
1967,585,57
1968,585,30
1969,586,17
1970,586,60
1971,586,20
1972,587,17
1973,587,60
1974,587,30
1975,588,17
1976,588,32
1977,588,1
1978,589,17
1979,589,29
1980,589,1
1981,590,17
1982,590,20
1983,590,34
1984,590,4
1985,590,36
1986,590,209
1987,591,17
1988,591,20
1989,591,33
1990,591,5
1991,591,35
1992,591,127
1993,592,17
1994,592,30
1995,592,34
1996,592,5
1997,592,36
1998,592,194
1999,593,17
2000,593,30
2001,593,33
2002,593,4
2003,593,35
2004,593,144
2005,594,17
2006,594,28
2007,594,34
2008,594,9
2009,594,36
2010,594,185
2011,595,17
2012,595,28
2013,595,33
2014,595,5
2015,595,35
2016,595,166
2017,596,17
2018,596,29
2019,596,34
2020,596,3
2021,596,36
2022,596,130
2023,597,17
2024,597,29
2025,597,33
2026,597,5
2027,597,35
2028,597,175
2029,598,17
2030,598,57
2031,598,30
2032,599,17
2033,599,58
2034,599,30
2035,600,17
2036,600,59
2037,600,30
2038,601,17
2039,601,58
2040,601,30
2041,602,17
2042,602,59
2043,602,30
2044,603,17
2045,603,60
2046,603,30
2047,604,17
2048,604,97
2049,604,20
2050,605,17
2051,605,95
2052,605,20
2053,606,17
2054,606,21
2055,606,86
2056,607,17
2057,607,21
2058,607,88
2059,608,17
2060,608,20
2061,608,86
2062,609,17
2063,609,20
2064,609,88
2065,610,17
2066,610,30
2067,610,86
2068,611,17
2069,611,30
2070,611,88
2071,612,17
2072,612,29
2073,612,86
2074,613,17
2075,613,29
2076,613,88
2077,614,17
2078,614,20
2079,614,87
2080,615,17
2081,615,21
2082,615,87
2083,616,17
2084,616,28
2085,616,87
2086,617,17
2087,617,32
2088,617,87
2089,618,17
2090,618,96
2091,618,20
2092,619,17
2093,619,95
2094,619,20
2095,620,17
2096,620,94
2097,620,20
2098,621,17
2099,621,94
2100,621,20
2101,622,17
2102,622,95
2103,622,20
2104,623,17
2105,623,96
2106,623,20
2107,624,17
2108,624,97
2109,624,20
2110,625,17
2111,625,95
2112,625,20
2113,626,17
2114,626,94
2115,626,20
2116,627,17
2117,627,95
2118,627,20
2119,628,17
2120,628,97
2121,628,20
2122,629,17
2123,629,97
2124,629,20
2125,630,17
2126,630,97
2127,630,29
2128,631,17
2129,631,96
2130,631,20
2131,632,17
2132,632,96
2133,632,29
2134,633,17
2135,633,30
2136,633,87
2137,634,17
